condition	dummy_condition	subject	session	category	word	rt	log_rt	fasttext_cos_similarity	ppmi_cos_similarity
pIFG	1.5	019	1	Loeffel	Gabel	1687.96970153619	7.431873977947189	0.36515986174345016	0.7051504994469353
sham	1.0	020	2	Loeffel	Gabel	1314.85715045518	7.1822435577071335	0.36515986174345016	0.7051504994469353
aIFG	0.5	021	3	Loeffel	Gabel	1376.66666666666	7.228146525843617	0.36515986174345016	0.7051504994469353
sham	1.0	022	3	Loeffel	Gabel	1239.29005150207	7.123100543747488	0.36515986174345016	0.7051504994469353
aIFG	0.5	023	1	Loeffel	Messer	1319.58009413975	7.185826384301229	0.30632574018090963	0.39352412981348395
pIFG	1.5	024	2	Loeffel	Messer	1437.653686254	7.271463015139555	0.30632574018090963	0.39352412981348395
pIFG	1.5	103	1	Loeffel	Gabel	1258.18182624034	7.138217444776536	0.36515986174345016	0.7051504994469353
sham	1.0	001	1	Loewe	Tiger	1739.92208206646	7.462170184066185	0.28610451333224773	0.32522100389381897
pIFG	1.5	002	3	Loewe	Tiger	2004.40692840237	7.603602275956884	0.28610451333224773	0.32522100389381897
aIFG	0.5	003	2	Loewe	Tiger	1853.27273049613	7.525247839134564	0.28610451333224773	0.32522100389381897
aIFG	0.5	004	3	Loewe	Tier	1839.10389944243	7.5175773160971024	0.25357617903500795	0.20610827718446695
sham	1.0	005	2	Loewe	Tiger	2325.56709895311	7.752149112026385	0.28610451333224773	0.32522100389381897
sham	1.0	006	1	Loewe	Tiger	2776.66666666666	7.929366525714094	0.28610451333224773	0.32522100389381897
aIFG	0.5	007	2	Loewe	Tiger	1073.98702254212	6.980063868435053	0.28610451333224773	0.32522100389381897
pIFG	1.5	008	3	Loewe	Tiger	1536.83550362996	7.33813118961858	0.28610451333224773	0.32522100389381897
pIFG	1.5	009	1	Loewe	Tiger	1215.67533307922	7.1038772809618695	0.28610451333224773	0.32522100389381897
sham	1.0	010	2	Loewe	Tiger	1602.95671521394	7.380228802534875	0.28610451333224773	0.32522100389381897
aIFG	0.5	011	3	Loewe	Tiger	1602.95671521394	7.380228802534875	0.28610451333224773	0.32522100389381897
pIFG	1.5	012	1	Loewe	Gepard	1584.06494047566	7.368380657380989	0.2659126175567508	0.2134281202065434
aIFG	0.5	013	2	Loewe	Tiger	2528.65367738961	7.835837685944497	0.28610451333224773	0.32522100389381897
pIFG	1.5	014	3	Loewe	Tiger	1517.94372889168	7.325770457071992	0.28610451333224773	0.32522100389381897
pIFG	1.5	015	1	Loewe	Gazelle	1683.24675785162	7.429073714858433	0.2858384493738413	0.24874659344832
sham	1.0	016	1	Loewe	Tiger	1834.38095575786	7.5150073442593035	0.28610451333224773	0.32522100389381897
aIFG	0.5	017	3	Loewe	Tiger	1730.47619469732	7.456729615377952	0.28610451333224773	0.32522100389381897
sham	1.0	018	2	Loewe	Tiger	1886.33333628812	7.542920178569323	0.28610451333224773	0.32522100389381897
aIFG	0.5	019	2	Loewe	Hyaene	2856.66666666666	7.9577607200106435	0.22282007709145546	0.21475874401733908
pIFG	1.5	020	3	Loewe	Tiger	2268.89177473827	7.727487433012143	0.28610451333224773	0.32522100389381897
sham	1.0	021	1	Loewe	Tiger	2416.66666666666	7.7905581666953	0.28610451333224773	0.32522100389381897
pIFG	1.5	022	1	Loewe	Tiger	1494.32901046883	7.310101535504273	0.28610451333224773	0.32522100389381897
sham	1.0	023	2	Loewe	Tiger	1343.1948125626	7.203550460402247	0.28610451333224773	0.32522100389381897
aIFG	0.5	024	3	Loewe	Tiger	1711.58441995904	7.445758865247803	0.28610451333224773	0.32522100389381897
aIFG	0.5	103	2	Loewe	Gazelle	1295.9653757169	7.167782488290794	0.2858384493738413	0.24874659344832
aIFG	0.5	001	3	Lunge	Herz	2065.80519630177	7.63375931058723	0.3929333910346031	0.20380995641587574
sham	1.0	002	2	Lunge	Herz	1749.99999999999	7.467942332285846	0.3929333910346031	0.20380995641587574
pIFG	1.5	003	1	Lunge	Herz	1291.24243203233	7.164134307632093	0.3929333910346031	0.20380995641587574
pIFG	1.5	004	2	Lunge	Luft	1985.51515366409	7.594137203548785	0.4541260898113251	0.4208822846906608
aIFG	0.5	005	1	Lunge	Lungenfluegel	1636.01732100593	7.400631158259524	0.3649745583534241	0.4617460271820093
aIFG	0.5	006	3	Lunge	Herz	1909.94805471097	7.555354761615972	0.3929333910346031	0.20380995641587574
pIFG	1.5	007	1	Lunge	Niere	1616.66666666666	7.388740060737102	0.47808315604925156	0.7157675539233328
sham	1.0	008	2	Lunge	Leber	1895.77922365726	7.5479125813262025	0.48179926723241806	0.7370488454404203
sham	1.0	009	3	Lunge	Leber	1736.66666666666	7.460298496099992	0.48179926723241806	0.7370488454404203
aIFG	0.5	010	1	Lunge	Niere	2016.66666666666	7.609697007223574	0.47808315604925156	0.7157675539233328
pIFG	1.5	011	2	Lunge	Herz	3600.76189378695	8.18917841966059	0.3929333910346031	0.20380995641587574
sham	1.0	012	3	Lunge	Herz	1943.00866050296	7.572507440001695	0.3929333910346031	0.20380995641587574
pIFG	1.5	013	1	Lunge	Herz	3317.38527271276	8.10723357995664	0.3929333910346031	0.20380995641587574
sham	1.0	014	2	Lunge	Niere	3750.0	8.229777750081887	0.47808315604925156	0.7157675539233328
sham	1.0	015	3	Lunge	Niere	2061.0822526172	7.631471553508392	0.47808315604925156	0.7157675539233328
aIFG	0.5	016	3	Lunge	Herz	1154.27706517981	7.052095477461065	0.3929333910346031	0.20380995641587574
pIFG	1.5	017	2	Lunge	Luft	2136.64935157032	7.667462070449657	0.4541260898113251	0.4208822846906608
aIFG	0.5	018	1	Lunge	Herz	1248.7359388712	7.130687559077114	0.3929333910346031	0.20380995641587574
pIFG	1.5	019	1	Lunge	Leber	2094.14285840919	7.647377020202845	0.48179926723241806	0.7370488454404203
sham	1.0	020	2	Lunge	Herz	1536.83550362996	7.33813118961858	0.3929333910346031	0.20380995641587574
aIFG	0.5	021	3	Lunge	Leber	2420.02597264451	7.7919466849451595	0.48179926723241806	0.7370488454404203
sham	1.0	022	3	Lunge	Leber	1461.26840467684	7.287744210789892	0.48179926723241806	0.7370488454404203
aIFG	0.5	023	1	Lunge	Herz	1829.65801207329	7.512430750644824	0.3929333910346031	0.20380995641587574
pIFG	1.5	024	2	Lunge	Niere	1579.34199679109	7.365396556263544	0.47808315604925156	0.7157675539233328
pIFG	1.5	103	1	Lunge	Niere	2376.66666666666	7.773874893609926	0.47808315604925156	0.7157675539233328
sham	1.0	001	1	Maedchen	Junge	1496.66666666666	7.3116636204020455	0.3927615266293287	0.323711479465602
pIFG	1.5	002	3	Maedchen	Junge	1189.99999999999	7.082548569355292	0.3927615266293287	0.323711479465602
aIFG	0.5	003	2	Maedchen	Junge	1338.47186887803	7.200030687553257	0.3927615266293287	0.323711479465602
aIFG	0.5	004	3	Maedchen	Junge	1069.99999999999	6.976348070447739	0.3927615266293287	0.323711479465602
sham	1.0	005	2	Maedchen	Junge	1483.33333333333	7.3027210166535905	0.3927615266293287	0.323711479465602
sham	1.0	006	1	Maedchen	Junge	1078.70996622669	6.984447734262211	0.3927615266293287	0.323711479465602
aIFG	0.5	007	2	Maedchen	Junge	883.333333333333	6.78483406546963	0.3927615266293287	0.323711479465602
pIFG	1.5	008	3	Maedchen	Junge	1007.86581095815	6.916582019396539	0.3927615266293287	0.323711479465602
pIFG	1.5	009	1	Maedchen	Junge	1283.33333333333	7.157995055958045	0.3927615266293287	0.323711479465602
sham	1.0	010	2	Maedchen	Junge	1243.33333333333	7.126355190246471	0.3927615266293287	0.323711479465602
aIFG	0.5	011	3	Maedchen	Junge	1007.86581095815	6.916582019396539	0.3927615266293287	0.323711479465602
pIFG	1.5	012	1	Maedchen	Junge	976.666666666666	6.88516878030934	0.3927615266293287	0.323711479465602
aIFG	0.5	013	2	Maedchen	Junge	1443.33333333333	7.275403133071797	0.3927615266293287	0.323711479465602
pIFG	1.5	014	3	Maedchen	Junge	1924.11688576468	7.562741964756263	0.3927615266293287	0.323711479465602
pIFG	1.5	015	1	Maedchen	Junge	1376.25541835459	7.227847970528852	0.3927615266293287	0.323711479465602
sham	1.0	016	1	Maedchen	Jung	1069.99999999999	6.976348070447739	0.25878743454813957	0.24506980981081594
aIFG	0.5	017	3	Maedchen	Junge	1362.08658730088	7.21750695667869	0.3927615266293287	0.323711479465602
sham	1.0	018	2	Maedchen	Junge	833.11689462907	6.726373553962795	0.3927615266293287	0.323711479465602
aIFG	0.5	019	2	Maedchen	Junge	1196.78355834094	7.088228093188264	0.3927615266293287	0.323711479465602
pIFG	1.5	020	3	Maedchen	Junge	2235.83116894629	7.7128154865571625	0.3927615266293287	0.323711479465602
sham	1.0	021	1	Maedchen	Junge	1989.99999999999	7.596392304064191	0.3927615266293287	0.323711479465602
pIFG	1.5	022	1	Maedchen	Junge	1319.58009413975	7.185826384301229	0.3927615266293287	0.323711479465602
sham	1.0	023	2	Maedchen	Junge	1456.66666666666	7.284592262744806	0.3927615266293287	0.323711479465602
aIFG	0.5	024	3	Maedchen	Junge	1494.32901046883	7.310101535504273	0.3927615266293287	0.323711479465602
aIFG	0.5	103	2	Maedchen	Junge	1295.9653757169	7.167782488290794	0.3927615266293287	0.323711479465602
sham	1.0	001	1	Magen	Magen	1853.27273049613	7.525247839134564	0.8407811224460602	1.0
pIFG	1.5	002	3	Magen	Darm	1305.41126308604	7.175039163087278	0.5848109722137451	0.7002415173179227
aIFG	0.5	003	2	Magen	Lunge	1980.79220997952	7.591756870836732	0.40236561745405197	0.5101765232141766
aIFG	0.5	004	3	Magen	Darm	1130.66234675696	7.031442934018691	0.5848109722137451	0.7002415173179227
sham	1.0	005	2	Magen	Darm	1443.33333333333	7.275403133071797	0.5848109722137451	0.7002415173179227
sham	1.0	006	1	Magen	Darm	2410.58008527537	7.788037448692354	0.5848109722137451	0.7002415173179227
aIFG	0.5	007	2	Magen	Darm	1659.63203942877	7.414953555528816	0.5848109722137451	0.7002415173179227
pIFG	1.5	008	3	Magen	Leber	1295.9653757169	7.167782488290794	0.43401579558849335	0.6241453093949557
pIFG	1.5	009	1	Magen	Darm	2160.26406999317	7.6784485470946064	0.5848109722137451	0.7002415173179227
sham	1.0	010	2	Magen	Leber	2420.02597264451	7.7919466849451595	0.43401579558849335	0.6241453093949557
aIFG	0.5	011	3	Magen	Herz	3218.2034553368	8.076889233817424	0.401786632835865	0.18472002721093161
pIFG	1.5	012	1	Magen	Darm	1203.33333333333	7.093681442479528	0.5848109722137451	0.7002415173179227
aIFG	0.5	013	2	Magen	Darm	1763.53680048931	7.475643498941654	0.5848109722137451	0.7002415173179227
pIFG	1.5	014	3	Magen	Darm	1509.99999999999	7.320526962272733	0.5848109722137451	0.7002415173179227
pIFG	1.5	015	1	Magen	Leber	2470.0	7.81237820598861	0.43401579558849335	0.6241453093949557
sham	1.0	016	1	Magen	Darm	1182.61472728723	7.076328363239477	0.5848109722137451	0.7002415173179227
aIFG	0.5	017	3	Magen	Darm	2029.99999999999	7.61628356158038	0.5848109722137451	0.7002415173179227
sham	1.0	018	2	Magen	Darm	1283.33333333333	7.157995055958045	0.5848109722137451	0.7002415173179227
aIFG	0.5	019	2	Magen	Dickdarm	4016.38093802909	8.298385461336572	0.356618482619524	0.5235360784828883
pIFG	1.5	020	3	Magen	Darm	2176.66666666666	7.686009246172637	0.5848109722137451	0.7002415173179227
sham	1.0	021	1	Magen	Darm	2016.66666666666	7.609697007223574	0.5848109722137451	0.7002415173179227
pIFG	1.5	022	1	Magen	Darm	1776.66666666666	7.483056921932488	0.5848109722137451	0.7002415173179227
sham	1.0	023	2	Magen	Auge	3246.54111744422	8.085653409725332	0.24577545747160912	0.1702720232779248
aIFG	0.5	024	3	Magen	Leber	1716.30736364361	7.4485128568998045	0.43401579558849335	0.6241453093949557
aIFG	0.5	103	2	Magen	Darm	1357.36364361631	7.214036051076648	0.5848109722137451	0.7002415173179227
pIFG	1.5	001	2	Mango	Banane	1744.64502575103	7.464879408599857	0.3997163027524948	0.5479926467249778
aIFG	0.5	002	1	Mango	Papaya	1390.4242494083	7.23808314140171	0.4496685191988945	0.5000172655368947
sham	1.0	003	3	Mango	Olive	1643.33333333333	7.405090312565626	0.3906925767660141	0.37807918394066753
sham	1.0	004	1	Mango	Gurke	1843.33333333333	7.519873154229998	0.34559307247400284	0.5185819326101638
pIFG	1.5	005	3	Mango	Avocado	1536.83550362996	7.33813118961858	0.46006420254707336	0.6281287335381077
pIFG	1.5	006	2	Mango	Banane	1763.33333333333	7.475528183189875	0.3997163027524948	0.5479926467249778
sham	1.0	007	3	Mango	Papaya	1239.29005150207	7.123100543747488	0.4496685191988945	0.5000172655368947
aIFG	0.5	008	1	Mango	Pfirsich	1376.25541835459	7.227847970528852	0.40950340032577515	0.5461103822818882
aIFG	0.5	009	2	Mango	Orange	1950.0	7.576097340623111	0.4040360078215599	0.4420624320515385
pIFG	1.5	010	3	Mango	Ananas	2310.0	7.745435610274381	0.4124765247106552	0.6264060666276238
sham	1.0	011	1	Mango	Orange	1883.33333333333	7.54132936800718	0.4040360078215599	0.4420624320515385
aIFG	0.5	012	2	Mango	Apfel	1683.24675785162	7.429073714858433	0.37167593464255333	0.520059424278246
sham	1.0	013	3	Mango	Maracuja	1857.9956741807	7.527791660758381	0.406345933675766	0.43225392972533894
aIFG	0.5	014	1	Mango	Ananas	1867.44156154984	7.5328599728409635	0.4124765247106552	0.6264060666276238
aIFG	0.5	015	2	Mango	Banane	1869.99999999999	7.534228326274084	0.3997163027524948	0.5479926467249778
pIFG	1.5	016	2	Mango	Banane	1229.99999999999	7.115582126184445	0.3997163027524948	0.5479926467249778
sham	1.0	017	1	Mango	Papaya	1848.54978681157	7.522697529975658	0.4496685191988945	0.5000172655368947
pIFG	1.5	018	3	Mango	Apfel	1499.0519541534	7.3132550225927515	0.37167593464255333	0.520059424278246
sham	1.0	019	3	Mango	Papaya	1645.46320837507	7.406384756213019	0.4496685191988945	0.5000172655368947
aIFG	0.5	020	1	Mango	Erdbeere	2070.0	7.635786861395584	0.43365705758333206	0.5414809498494382
pIFG	1.5	021	2	Mango	Kiwi	1522.66667257625	7.328874993542162	0.42663414031267166	0.41401265329251236
aIFG	0.5	022	2	Mango	Obst	1390.4242494083	7.23808314140171	0.29233890026807785	0.49715350819896265
pIFG	1.5	023	3	Mango	Apfel	2604.22077634273	7.865272701591594	0.37167593464255333	0.520059424278246
sham	1.0	024	1	Mango	Zitrone	2438.91774738279	7.799719607630029	0.3986050486564636	0.5572324991785104
sham	1.0	103	3	Mango	Kiwi	1607.67965889851	7.383169033882001	0.42663414031267166	0.41401265329251236
aIFG	0.5	001	3	Mann	Frau	2183.87878841602	7.689315631581784	0.5907872244715691	0.7969501354314835
sham	1.0	002	2	Mann	Frau	1088.15585359583	6.993158228942421	0.5907872244715691	0.7969501354314835
pIFG	1.5	003	1	Mann	Frau	1073.98702254212	6.980063868435053	0.5907872244715691	0.7969501354314835
pIFG	1.5	004	2	Mann	Frau	974.805205166163	6.8832629816226465	0.5907872244715691	0.7969501354314835
aIFG	0.5	005	1	Mann	Frau	913.406937266756	6.818275699139001	0.5907872244715691	0.7969501354314835
aIFG	0.5	006	3	Mann	Frau	894.515162528476	6.797399153270852	0.5907872244715691	0.7969501354314835
pIFG	1.5	007	1	Mann	Frau	861.454556736488	6.759782459675709	0.5907872244715691	0.7969501354314835
sham	1.0	008	2	Mann	Frau	984.251092535302	6.892896524965949	0.5907872244715691	0.7969501354314835
sham	1.0	009	3	Mann	Frau	1007.86581095815	6.916582019396539	0.5907872244715691	0.7969501354314835
aIFG	0.5	010	1	Mann	Frau	1239.29005150207	7.123100543747488	0.5907872244715691	0.7969501354314835
pIFG	1.5	011	2	Mann	Frau	1810.76623733501	7.5020574701874025	0.5907872244715691	0.7969501354314835
sham	1.0	012	3	Mann	Frau	1820.21212470415	7.507257560974239	0.5907872244715691	0.7969501354314835
pIFG	1.5	013	1	Mann	Frau	1489.60606678426	7.306938072467662	0.5907872244715691	0.7969501354314835
sham	1.0	014	2	Mann	Frau	1022.03464201186	6.9305286285374805	0.5907872244715691	0.7969501354314835
sham	1.0	015	3	Mann	Frau	2958.44155268546	7.992755864885405	0.5907872244715691	0.7969501354314835
aIFG	0.5	016	3	Mann	Frau	1206.22944571008	7.096083298897451	0.5907872244715691	0.7969501354314835
pIFG	1.5	017	2	Mann	Frau	1324.30303782432	7.1893964200626215	0.5907872244715691	0.7969501354314835
aIFG	0.5	018	1	Mann	Frau	639.476203561709	6.462211967737483	0.5907872244715691	0.7969501354314835
pIFG	1.5	019	1	Mann	Frau	1636.01732100593	7.400631158259524	0.5907872244715691	0.7969501354314835
sham	1.0	020	2	Mann	Frau	1135.38529044153	7.035607705899013	0.5907872244715691	0.7969501354314835
aIFG	0.5	021	3	Mann	Frau	1730.47619469732	7.456729615377952	0.5907872244715691	0.7969501354314835
sham	1.0	022	3	Mann	Frau	1159.00000886438	7.056175291742117	0.5907872244715691	0.7969501354314835
aIFG	0.5	023	1	Mann	Frau	1125.93940307239	7.0272607442467265	0.5907872244715691	0.7969501354314835
pIFG	1.5	024	2	Mann	Frau	1177.89178360266	7.072330109728167	0.5907872244715691	0.7969501354314835
pIFG	1.5	103	1	Mann	Frau	1206.22944571008	7.096083298897451	0.5907872244715691	0.7969501354314835
sham	1.0	001	1	Mantel	Jacke	2103.58874577833	7.651875356852678	0.5488784834742546	0.697571082937525
pIFG	1.5	002	3	Mantel	Jacke	1430.0	7.266128779556451	0.5488784834742546	0.697571082937525
aIFG	0.5	003	2	Mantel	Jacke	1522.66667257625	7.328874993542162	0.5488784834742546	0.697571082937525
aIFG	0.5	004	3	Mantel	Jacke	1069.99999999999	6.976348070447739	0.5488784834742546	0.697571082937525
sham	1.0	005	2	Mantel	Jacke	1532.11255994539	7.3350553007982695	0.5488784834742546	0.697571082937525
sham	1.0	006	1	Mantel	Jacke	1816.66666666666	7.505308906257948	0.5488784834742546	0.697571082937525
aIFG	0.5	007	2	Mantel	Anorak	1508.49784152254	7.319532319217113	0.36046428978443146	0.3806462676338649
pIFG	1.5	008	3	Mantel	Jacke	1215.67533307922	7.1038772809618695	0.5488784834742546	0.697571082937525
pIFG	1.5	009	1	Mantel	Schuhe	1801.32034996587	7.496830197044082	0.38553354889154434	0.48886580946308555
sham	1.0	010	2	Mantel	Jacke	2710.0	7.905072849498665	0.5488784834742546	0.697571082937525
aIFG	0.5	011	3	Mantel	Jacke	1626.57143363679	7.394844264755023	0.5488784834742546	0.697571082937525
pIFG	1.5	012	1	Mantel	Jacke	1349.99999999999	7.208600337960191	0.5488784834742546	0.697571082937525
aIFG	0.5	013	2	Mantel	Jacke	2190.0	7.692113339595466	0.5488784834742546	0.697571082937525
pIFG	1.5	014	3	Mantel	Jacke	1636.01732100593	7.400631158259524	0.5488784834742546	0.697571082937525
pIFG	1.5	015	1	Mantel	Anorak	2176.66666666666	7.686009246172637	0.36046428978443146	0.3806462676338649
sham	1.0	016	1	Mantel	Jacke	1196.78355834094	7.088228093188264	0.5488784834742546	0.697571082937525
aIFG	0.5	017	3	Mantel	Jacke	1480.16017941512	7.300580964675322	0.5488784834742546	0.697571082937525
sham	1.0	018	2	Mantel	Hose	2094.14285840919	7.647377020202845	0.4611048772931099	0.6299809065040692
aIFG	0.5	019	2	Mantel	Sakko	1867.44156154984	7.5328599728409635	0.448384128510952	0.4465891723293687
pIFG	1.5	020	3	Mantel	Jacke	1549.99999999999	7.346655163176532	0.5488784834742546	0.697571082937525
sham	1.0	021	1	Mantel	Kleid	1602.95671521394	7.380228802534875	0.5242380499839783	0.6443699747691087
pIFG	1.5	022	1	Mantel	Muetze	2230.0	7.7102051944325325	0.38530147820711136	0.6122460995114795
sham	1.0	023	2	Mantel	Jacke	2028.02164682522	7.615309008485129	0.5488784834742546	0.697571082937525
aIFG	0.5	024	3	Mantel	Jacke	1532.11255994539	7.3350553007982695	0.5488784834742546	0.697571082937525
aIFG	0.5	103	2	Mantel	Schuhe	3194.58873691395	8.069526618041014	0.38553354889154434	0.48886580946308555
pIFG	1.5	001	2	Maus	Ratte	1862.71861786527	7.530329027769657	0.43506716936826706	0.2658574865806186
aIFG	0.5	002	1	Maus	Hamster	2250.0	7.719129840906732	0.3648132085800171	0.2750347707792453
sham	1.0	004	1	Maus	Katze	1465.99134836141	7.29096888062144	0.46991419792175293	0.23471306180692386
pIFG	1.5	005	3	Maus	Tastatur	1716.30736364361	7.4485128568998045	0.540704607963562	0.7648413218022957
pIFG	1.5	006	2	Maus	Kaefer	2561.7142831816	7.848822242655494	0.22815636452287436	0.15785419443425308
sham	1.0	007	3	Maus	Katze	1003.14286727358	6.911889588209518	0.46991419792175293	0.23471306180692386
aIFG	0.5	008	1	Maus	Katze	1664.35498311334	7.417793582761075	0.46991419792175293	0.23471306180692386
aIFG	0.5	009	2	Maus	Katze	1390.4242494083	7.23808314140171	0.46991419792175293	0.23471306180692386
pIFG	1.5	010	3	Maus	Hund	2108.3116894629	7.654116959726214	0.3232838436961174	0.15778729643971157
sham	1.0	011	1	Maus	Hund	1503.77489783797	7.3163985964534595	0.3232838436961174	0.15778729643971157
aIFG	0.5	012	2	Maus	Maulwurf	2563.33333333333	7.849453814790824	0.33793023228645325	0.19626316738061877
sham	1.0	013	3	Maus	Katze	2311.3982678994	7.746040476159173	0.46991419792175293	0.23471306180692386
aIFG	0.5	014	1	Maus	Katze	2028.02164682522	7.615309008485129	0.46991419792175293	0.23471306180692386
aIFG	0.5	015	2	Maus	Katze	1366.80953098545	7.220965856753075	0.46991419792175293	0.23471306180692386
pIFG	1.5	016	2	Maus	Katze	1305.41126308604	7.175039163087278	0.46991419792175293	0.23471306180692386
sham	1.0	017	1	Maus	Ratte	2037.46753419436	7.619953595811345	0.43506716936826706	0.2658574865806186
pIFG	1.5	018	3	Maus	Katze	1758.81385680474	7.472963319259753	0.46991419792175293	0.23471306180692386
sham	1.0	019	3	Maus	Katze	1881.61039260355	7.540414599443973	0.46991419792175293	0.23471306180692386
aIFG	0.5	020	1	Maus	Katze	2240.55411263086	7.714924704562568	0.46991419792175293	0.23471306180692386
pIFG	1.5	021	2	Maus	Katze	1631.29437732136	7.397741897518487	0.46991419792175293	0.23471306180692386
aIFG	0.5	022	2	Maus	Tier	1385.70130572373	7.23468304436443	0.2904864326119423	0.17534150871647103
pIFG	1.5	023	3	Maus	Ratte	2084.69697104005	7.642858357050516	0.43506716936826706	0.2658574865806186
sham	1.0	024	1	Maus	Hund	1323.33333333333	7.188664467146486	0.3232838436961174	0.15778729643971157
sham	1.0	103	3	Maus	Ratte	1395.14719309287	7.2414717169422715	0.43506716936826706	0.2658574865806186
sham	1.0	001	1	Meer	See	1376.66666666666	7.228146525843617	0.4737318158149719	0.7701878454113652
pIFG	1.5	002	3	Meer	See	1215.67533307922	7.1038772809618695	0.4737318158149719	0.7701878454113652
aIFG	0.5	003	2	Meer	See	1262.90476992491	7.1419612316193035	0.4737318158149719	0.7701878454113652
aIFG	0.5	004	3	Meer	Schiff	1380.97836203916	7.231271347214565	0.39155925810337067	0.41496434585136854
sham	1.0	005	2	Meer	See	1730.47619469732	7.456729615377952	0.4737318158149719	0.7701878454113652
sham	1.0	006	1	Meer	Fluss	1541.55844731453	7.341197646351494	0.38615798205137253	0.5495833093710842
aIFG	0.5	007	2	Meer	See	1659.63203942877	7.414953555528816	0.4737318158149719	0.7701878454113652
pIFG	1.5	008	3	Meer	Strand	1484.88312309969	7.303764570165421	0.5728828832507133	0.8223970890884463
pIFG	1.5	009	1	Meer	Fluss	2391.68831053709	7.7801728289181815	0.38615798205137253	0.5495833093710842
sham	1.0	010	2	Meer	See	2944.27272163175	7.987956696766448	0.4737318158149719	0.7701878454113652
aIFG	0.5	011	3	Meer	See	3596.03895010238	8.187866272133627	0.4737318158149719	0.7701878454113652
pIFG	1.5	012	1	Meer	Strand	1116.49351570325	7.018843523968204	0.5728828832507133	0.8223970890884463
aIFG	0.5	013	2	Meer	See	1820.21212470415	7.507257560974239	0.4737318158149719	0.7701878454113652
pIFG	1.5	014	3	Meer	See	1508.49784152254	7.319532319217113	0.4737318158149719	0.7701878454113652
pIFG	1.5	015	1	Meer	See	2259.44588736913	7.723317368102249	0.4737318158149719	0.7701878454113652
sham	1.0	016	1	Meer	Kueste	1636.01732100593	7.400631158259524	0.48347602039575577	0.818730349190792
aIFG	0.5	017	3	Meer	See	1687.96970153619	7.431873977947189	0.4737318158149719	0.7701878454113652
sham	1.0	018	2	Meer	See	1201.50650202551	7.092163409055119	0.4737318158149719	0.7701878454113652
aIFG	0.5	019	2	Meer	See	1409.31602414658	7.251569088859115	0.4737318158149719	0.7701878454113652
pIFG	1.5	020	3	Meer	Strand	2250.0	7.719129840906732	0.5728828832507133	0.8223970890884463
sham	1.0	021	1	Meer	See	1994.96104103323	7.5988809381604945	0.4737318158149719	0.7701878454113652
pIFG	1.5	022	1	Meer	See	1763.33333333333	7.475528183189875	0.4737318158149719	0.7701878454113652
sham	1.0	023	2	Meer	Ozean	2070.0	7.635786861395584	0.5388986840844154	0.7500729419223687
aIFG	0.5	024	3	Meer	See	1555.72727836824	7.350340998090073	0.4737318158149719	0.7701878454113652
aIFG	0.5	103	2	Meer	See	1725.75325101275	7.453998190702361	0.4737318158149719	0.7701878454113652
pIFG	1.5	001	2	Meise	Rotkehlchen	2108.3116894629	7.654116959726214	0.3265753835439682	0.25630563488897096
aIFG	0.5	002	1	Meise	Vogel	1352.64069993174	7.210553056316402	0.39683016389608383	0.33401825014316944
pIFG	1.5	005	3	Meise	Fink	2216.93939420801	7.704333843014002	0.22894185781478882	0.20116477750492756
pIFG	1.5	006	2	Meise	Amsel	1385.70130572373	7.23468304436443	0.45424335449934006	0.2900961276100612
sham	1.0	007	3	Meise	Spatz	1116.49351570325	7.018843523968204	0.3303403779864311	0.262434399006654
aIFG	0.5	008	1	Meise	Adler	1843.33333333333	7.519873154229998	0.2833775505423546	0.1998278136369731
aIFG	0.5	009	2	Meise	Elster	1952.4545478721	7.5773546472022275	0.28803522512316704	0.17240969838175135
pIFG	1.5	010	3	Meise	Amsel	1296.66666666666	7.168323058942341	0.45424335449934006	0.2900961276100612
sham	1.0	011	1	Meise	Adler	2243.33333333333	7.71616379987717	0.2833775505423546	0.1998278136369731
aIFG	0.5	012	2	Meise	Sperling	1206.22944571008	7.096083298897451	0.3074358403682709	0.23379046233980372
sham	1.0	013	3	Meise	Spatz	1305.41126308604	7.175039163087278	0.3303403779864311	0.262434399006654
aIFG	0.5	014	1	Meise	Amsel	1910.0	7.555381944240273	0.45424335449934006	0.2900961276100612
aIFG	0.5	015	2	Meise	Amsel	1824.93506838872	7.5098475010422225	0.45424335449934006	0.2900961276100612
pIFG	1.5	016	2	Meise	Amsel	1532.11255994539	7.3350553007982695	0.45424335449934006	0.2900961276100612
sham	1.0	017	1	Meise	Sperber	1546.2813909991	7.344254728666438	0.27611520886421204	0.21054193466523485
pIFG	1.5	018	3	Meise	Amsel	1003.33333333333	6.912079250462188	0.45424335449934006	0.2900961276100612
sham	1.0	019	3	Meise	Rotkehlchen	1776.66666666666	7.483056921932488	0.3265753835439682	0.25630563488897096
aIFG	0.5	022	2	Meise	Vogel	1451.8225173077	7.281263506975058	0.39683016389608383	0.33401825014316944
pIFG	1.5	023	3	Meise	Sperling	1914.67099839554	7.557823231049293	0.3074358403682709	0.23379046233980372
sham	1.0	024	1	Meise	Fink	1749.3679694356	7.467581313063204	0.22894185781478882	0.20116477750492756
sham	1.0	103	3	Meise	Spatz	1187.3376709718	7.080310694360272	0.3303403779864311	0.262434399006654
aIFG	0.5	001	3	Meissel	Hammer	1754.09091312017	7.470275936905946	0.35966116935014725	0.26678168839835353
